S.No.,Province,Name of Town
3285,Southern Province,Liyannakatuwa
3286,Southern Province,Lolla
3287,Southern Province,Lunama
3288,Southern Province,Lunuganwehera
3289,Southern Province,Mabingoda
3290,Southern Province,Mabotuwana
3291,Southern Province,Madakumbura
3292,Southern Province,Madametota
3293,Southern Province,Madawala
3294,Southern Province,Maddegama
3295,Southern Province,Maddumagegoda
3296,Southern Province,Madihe East
3297,Southern Province,Madihe West
3298,Southern Province,Madipola
3299,Southern Province,Madipola Sinhalabage
3300,Southern Province,Mirissa
3301,Southern Province,Nabadova
3302,Southern Province,Nabadowa
3303,Southern Province,Nadiganwela
3304,Southern Province,Nagahagoda
3305,Southern Province,Nagalawewa
3306,Southern Province,Nagoda
3307,Southern Province,Naguliadda
3308,Southern Province,Nagulliyadda
3309,Southern Province,Naiduwa
3310,Southern Province,Nakanda
3311,Southern Province,Nakandawala
3312,Southern Province,Obadagahadeniya
3313,Southern Province,Obadawatta
3314,Southern Province,Okandeyaya
3315,Southern Province,Okawala
3316,Southern Province,Okewela
3317,Southern Province,Okewelagoda
3318,Southern Province,Olagama
3319,Southern Province,Olagama
3320,Southern Province,Olaganduwa
3321,Southern Province,Oligoda
3322,Southern Province,Oluara
3323,Southern Province,Olupeliya
3324,Southern Province,Omatta
3325,Southern Province,Opata
3326,Southern Province,Oture
3327,Southern Province,Ovilikanda
3328,Southern Province,Ovilla
3329,Southern Province,Ovitipana
3330,Southern Province,Owilana
3331,Southern Province,Owilikanda
3332,Southern Province,Owilla
3333,Southern Province,Owitigamuwa
3334,Southern Province,Owitipana
3335,Southern Province,Padavkema
3336,Southern Province,Padawkema
3337,Southern Province,Paddapitiya
3338,Southern Province,Paddapitiya
3339,Southern Province,Padilikokmaduwa
3340,Southern Province,Paduanga
3341,Southern Province,Paduange
3342,Southern Province,Pahajjawa
3343,Southern Province,Pahala Aturaliya
3344,Southern Province,Pahala Ganegama
3345,Southern Province,Pahala Keembiya
3346,Southern Province,Radagoda
3347,Southern Province,Radampola
3348,Southern Province,Radaniara
3349,Southern Province,Radaniyara
3350,Southern Province,Radawela
3351,Southern Province,Radompola
3352,Southern Province,Rajapuragoda
3353,Southern Province,Rajjamana
3354,Southern Province,Rajjammana
3355,Southern Province,Rallagerotawewa
3356,Southern Province,Rallerotawewa
3357,Southern Province,Rathgama
3358,Southern Province,Sahabandukokmaduwa
3359,Southern Province,Samodagama
3360,Southern Province,Sapugahayaya
3361,Southern Province,Sapugoda
3362,Southern Province,Sapugodawela
3363,Southern Province,Saputantirikanda
3364,Southern Province,Seenimodera
3365,Southern Province,Sigiriya
3366,Southern Province,Silvetgama
3367,Southern Province,Silwatgama
3368,Southern Province,Sinigama
3369,Southern Province,Talagahadiwela
3370,Southern Province,Talagasgoda
3371,Southern Province,Talagaspe
3372,Southern Province,Talahagama
3373,Southern Province,Talalla North
3374,Southern Province,Talalla South
3375,Southern Province,Talamporuwa
3376,Southern Province,Talangalla
3377,Southern Province,Talangamuwa
3378,Southern Province,Talangomuwa
3379,Southern Province,Talanwela
3380,Southern Province,Uda Ambala
3381,Southern Province,Uda Aparekka
3382,Southern Province,Udabalgama
3383,Southern Province,Udabatgama
3384,Southern Province,Udaberagama
3385,Southern Province,Udagangoda
3386,Southern Province,Udagomadiya
3387,Southern Province,Udaheragama
3388,Southern Province,Udakanuketiya
3389,Southern Province,Udakerawa
3390,Southern Province,Udakerewa
3391,Southern Province,Udugama
3392,Southern Province,Valamitiyawa
3393,Southern Province,Velgalla
3394,Southern Province,Vidaneachchigoda
3395,Southern Province,Vidaneachchilagegoda
3396,Southern Province,Vidanearachchigoda
3397,Southern Province,Vidanegegama
3398,Southern Province,Viharahena
3399,Southern Province,Wabalakananke
3400,Southern Province,Wadiya
3401,Southern Province,Wadiyagoda
3402,Southern Province,Waduborala
3403,Southern Province,Wadugegoda
3404,Southern Province,Wadumulla
3405,Southern Province,Waduwadeniya
3406,Southern Province,Waduweliwitiya
3407,Southern Province,Wagegoda
3408,Southern Province,Wagugoda
3409,Southern Province,Wahala
3410,Southern Province,Walgama
3411,Southern Province,Weeraketiya
3412,Southern Province,Yakkalamulla
3413,"Uva, Srilanka",Agalle
3414,"Uva, Srilanka",Agampodigama
3415,"Uva, Srilanka",Aggalaulpota
3416,"Uva, Srilanka",Akurukaduwa
3417,"Uva, Srilanka",Alakkangama
3418,"Uva, Srilanka",Alakolagalagama
3419,"Uva, Srilanka",Alakolawatta
3420,"Uva, Srilanka",Alanmulla
3421,"Uva, Srilanka",Alawatugoda
3422,"Uva, Srilanka",Alokkangama
3423,"Uva, Srilanka",Alpitiya
3424,"Uva, Srilanka",Alubogolla
3425,"Uva, Srilanka",Alugalge
3426,"Uva, Srilanka",Alugalge
3427,"Uva, Srilanka",Alugolla
3428,"Uva, Srilanka",Alukalawita
3429,"Uva, Srilanka",Aluketiyawa
3430,"Uva, Srilanka",Alulwela
3431,"Uva, Srilanka",Alupota
3432,"Uva, Srilanka",Alupota
3433,"Uva, Srilanka",Alupota
3434,"Uva, Srilanka",Alupota Town
3435,"Uva, Srilanka",Aluttarama
3436,"Uva, Srilanka",Alutwela
3437,"Uva, Srilanka",Alutwela
3438,"Uva, Srilanka",Alutwela
3439,"Uva, Srilanka",Alutwelagama
3440,"Uva, Srilanka",Alutwewa
3441,"Uva, Srilanka",Amarakonegama
3442,"Uva, Srilanka",Amarakongama
3443,"Uva, Srilanka",Ambadandegama
3444,"Uva, Srilanka",Ambagahakandura
3445,"Uva, Srilanka",Ambagasdowa
3446,"Uva, Srilanka",Ambagasduwa
3447,"Uva, Srilanka",Ambagolla
3448,"Uva, Srilanka",Ambagolla
3449,"Uva, Srilanka",Ambagolle
3450,"Uva, Srilanka",Ambalanda
3451,"Uva, Srilanka",Ambalande
3452,"Uva, Srilanka",Ambamulla
3453,"Uva, Srilanka",Ambanporuwa
3454,"Uva, Srilanka",Ambatenna
3455,"Uva, Srilanka",Ampitiya
3456,"Uva, Srilanka",Amunekandura
3457,"Uva, Srilanka",Amunumulla
3458,"Uva, Srilanka",Amunumulla
3459,"Uva, Srilanka",Anda Ulpota
3460,"Uva, Srilanka",Andampohuwa
3461,"Uva, Srilanka",Andanpahura
3462,"Uva, Srilanka",Andaulpotagama
3463,"Uva, Srilanka",Andawalagama
3464,"Uva, Srilanka",Andawalayaya
3465,"Uva, Srilanka",Andawelagama
3466,"Uva, Srilanka",Andawelayaya
3467,"Uva, Srilanka",Andeniya
3468,"Uva, Srilanka",Andiawela
3469,"Uva, Srilanka",Angoda
3470,"Uva, Srilanka",Angunakolapelessa
3471,"Uva, Srilanka",Ankada
3472,"Uva, Srilanka",Aralupitiya
3473,"Uva, Srilanka",Aralutalawa
3474,"Uva, Srilanka",Araluwinna
3475,"Uva, Srilanka",Aratumedilla
3476,"Uva, Srilanka",Aravakumbura
3477,"Uva, Srilanka",Aravawatte
3478,"Uva, Srilanka",Arawa
3479,"Uva, Srilanka",Arawakumbura
3480,"Uva, Srilanka",Arawatta
3481,"Uva, Srilanka",Asweddumegama
3482,"Uva, Srilanka",Asweddummulla
3483,"Uva, Srilanka",Asweddumwelagama
3484,"Uva, Srilanka",Atale
3485,"Uva, Srilanka",Athimale Colony
3486,"Uva, Srilanka",Attambagaskandura
3487,"Uva, Srilanka",Attanagola
3488,"Uva, Srilanka",Attanagolla
3489,"Uva, Srilanka",Ayiwela
3490,"Uva, Srilanka",Badalagammana
3491,"Uva, Srilanka",Badalkumbura
3492,"Uva, Srilanka",Badaweltota
3493,"Uva, Srilanka",Badulla
3494,"Uva, Srilanka",Badullagasgedara
3495,"Uva, Srilanka",Baduludena
3496,"Uva, Srilanka",Badulugasgedara
3497,"Uva, Srilanka",Badulupitiyagama
3498,"Uva, Srilanka",Baduluwela
3499,"Uva, Srilanka",Bakinidandugolla
3500,"Uva, Srilanka",Bakinidandugollegama
3501,"Uva, Srilanka",Bakinigahapitiya
3502,"Uva, Srilanka",Bakinigahawela
3503,"Uva, Srilanka",Bakinigahawela Vidiya
3504,"Uva, Srilanka",Bakinilanda
3505,"Uva, Srilanka",Bakinipitiya
3506,"Uva, Srilanka",Bakmilande
3507,"Uva, Srilanka",Bala-at-tare
3508,"Uva, Srilanka",Bala-attara
3509,"Uva, Srilanka",Baladangolla
3510,"Uva, Srilanka",Balagala
3511,"Uva, Srilanka",Balagalla
3512,"Uva, Srilanka",Balagolla
3513,"Uva, Srilanka",Balaharuwa
3514,"Uva, Srilanka",Balana
3515,"Uva, Srilanka",Balanegama
3516,"Uva, Srilanka",Balewela
3517,"Uva, Srilanka",Ballakatuwa
3518,"Uva, Srilanka",Bambaragahaulpota
3519,"Uva, Srilanka",Bambaragama
3520,"Uva, Srilanka",Bambaragasyaya
3521,"Uva, Srilanka",Bandarawadiya
3522,"Uva, Srilanka",Bandarawatta
3523,"Uva, Srilanka",Bandarawela
3524,"Uva, Srilanka",Barawaya
3525,"Uva, Srilanka",Batagammana
3526,"Uva, Srilanka",Baththewa
3527,"Uva, Srilanka",Batugammana
3528,"Uva, Srilanka",Batwewa
3529,"Uva, Srilanka",Beddegama
3530,"Uva, Srilanka",Beddekumbura
3531,"Uva, Srilanka",Beligalla
3532,"Uva, Srilanka",Bendiyawa
3533,"Uva, Srilanka",Beraliyapola
3534,"Uva, Srilanka",Beramada
3535,"Uva, Srilanka",Bibila
3536,"Uva, Srilanka",Bibilagama
3537,"Uva, Srilanka",Bibile
3538,"Uva, Srilanka",Bibilegama
3539,"Uva, Srilanka",Bibilemulla
3540,"Uva, Srilanka",Bindunawewa
3541,"Uva, Srilanka",Bindunuwewa
3542,"Uva, Srilanka",Bingoda
3543,"Uva, Srilanka",Biriulpota
3544,"Uva, Srilanka",Bodagama
3545,"Uva, Srilanka",Bogahakivula
3546,"Uva, Srilanka",Bogahakumbura
3547,"Uva, Srilanka",Bogahapatana
3548,"Uva, Srilanka",Bogahapelessa
3549,"Uva, Srilanka",Bogahawela
3550,"Uva, Srilanka",Bogandena
3551,"Uva, Srilanka",Bogoda
3552,"Uva, Srilanka",Bohitiya
3553,"Uva, Srilanka",Bokagonna
3554,"Uva, Srilanka",Bokanoruwa
3555,"Uva, Srilanka",Bolgalla
3556,"Uva, Srilanka",Bolgalle
3557,"Uva, Srilanka",Boliyadda
3558,"Uva, Srilanka",Bolyadda
3559,"Uva, Srilanka",Bootagolla
3560,"Uva, Srilanka",Bopattakivula
3561,"Uva, Srilanka",Bopattakiwula
3562,"Uva, Srilanka",Bopitiya
3563,"Uva, Srilanka",Boragas
3564,"Uva, Srilanka",Boragasketiya
3565,"Uva, Srilanka",Boragoda Vidiya
3566,"Uva, Srilanka",Boralanda
3567,"Uva, Srilanka",Bowela
3568,"Uva, Srilanka",Bubula
3569,"Uva, Srilanka",Buddama
3570,"Uva, Srilanka",Budugakanda
3571,"Uva, Srilanka",Budurapota
3572,"Uva, Srilanka",Bulathwatta
3573,"Uva, Srilanka",Bulatwatta
3574,"Uva, Srilanka",Bulatwelgoda
3575,"Uva, Srilanka",Bulliyadda
3576,"Uva, Srilanka",Bulugahadena
3577,"Uva, Srilanka",Bulugahalanda
3578,"Uva, Srilanka",Bulupitiya
3579,"Uva, Srilanka",Bummane
3580,"Uva, Srilanka",Butagolla
3581,"Uva, Srilanka",Buttala
3582,"Uva, Srilanka",Dadayampola
3583,"Uva, Srilanka",Dadayantalawa
3584,"Uva, Srilanka",Dahagoniya
3585,"Uva, Srilanka",Dalohogalla
3586,"Uva, Srilanka",Damanegama
3587,"Uva, Srilanka",Damanwara
3588,"Uva, Srilanka",Dambagahamaditta
3589,"Uva, Srilanka",Dambagahapattiya
3590,"Uva, Srilanka",Dambagahapitiya
3591,"Uva, Srilanka",Dambagahawela
3592,"Uva, Srilanka",Dambagalla
3593,"Uva, Srilanka",Dambakota
3594,"Uva, Srilanka",Dambawelagama
3595,"Uva, Srilanka",Dambawinna
3596,"Uva, Srilanka",Dambewela
3597,"Uva, Srilanka",Damunuwinna
3598,"Uva, Srilanka",Danagirigama
3599,"Uva, Srilanka",Dandugala
3600,"Uva, Srilanka",Dandugalla
3601,"Uva, Srilanka",Danigala
3602,"Uva, Srilanka",Daragala
3603,"Uva, Srilanka",Darkumbura
3604,"Uva, Srilanka",Davuldena
3605,"Uva, Srilanka",Dawatagolla
3606,"Uva, Srilanka",Dawategama
3607,"Uva, Srilanka",Debara Ara
3608,"Uva, Srilanka",Debedda
3609,"Uva, Srilanka",Debeddekiula
3610,"Uva, Srilanka",Deekiligolla
3611,"Uva, Srilanka",Degalaramba
3612,"Uva, Srilanka",Dehiattawala
3613,"Uva, Srilanka",Dehiatteyaya
3614,"Uva, Srilanka",Dehigama
3615,"Uva, Srilanka",Dehigolla
3616,"Uva, Srilanka",Dehikinda
3617,"Uva, Srilanka",Dehipola
3618,"Uva, Srilanka",Dehivinna
3619,"Uva, Srilanka",Deliwa
3620,"Uva, Srilanka",Dematan-Ella
3621,"Uva, Srilanka",Dematapelessa
3622,"Uva, Srilanka",Demettanella
3623,"Uva, Srilanka",Demodara
3624,"Uva, Srilanka",Demoderawatta
3625,"Uva, Srilanka",Denagiriya
3626,"Uva, Srilanka",Detagamuwa
3627,"Uva, Srilanka",Dewatagolla
3628,"Uva, Srilanka",Dewatura
3629,"Uva, Srilanka",Dewitotawela
3630,"Uva, Srilanka",Deyiyannewela
3631,"Uva, Srilanka",Diganatenna
3632,"Uva, Srilanka",Dijjulana
3633,"Uva, Srilanka",Dikirigolla
3634,"Uva, Srilanka",Dikkapitiya
3635,"Uva, Srilanka",Dikwella
3636,"Uva, Srilanka",Dikwellagama
3637,"Uva, Srilanka",Dikyaya
3638,"Uva, Srilanka",Dimbulamura
3639,"Uva, Srilanka",Dimbulana
3640,"Uva, Srilanka",Dimbulgahagedara
3641,"Uva, Srilanka",Divitotawela
3642,"Uva, Srilanka",Diwulgahagedara
3643,"Uva, Srilanka",Diyabetma
3644,"Uva, Srilanka",Diyabetme
3645,"Uva, Srilanka",Diyabokandura
3646,"Uva, Srilanka",Diyakola
3647,"Uva, Srilanka",Diyaluma
3648,"Uva, Srilanka",Diyaluwa
3649,"Uva, Srilanka",Diyapola
3650,"Uva, Srilanka",Diyatalawa
3651,"Uva, Srilanka",Dodan Atulpota
3652,"Uva, Srilanka",Dodanetulpota
3653,"Uva, Srilanka",Dodangolla
3654,"Uva, Srilanka",Dombagahawela
3655,"Uva, Srilanka",Doolalinda
3656,"Uva, Srilanka",Doragoda-arawa
3657,"Uva, Srilanka",Dorapoda
3658,"Uva, Srilanka",Dulalinda
3659,"Uva, Srilanka",Dultota
3660,"Uva, Srilanka",Dumbana
3661,"Uva, Srilanka",Dummalatenna
3662,"Uva, Srilanka",Dunikiyana
3663,"Uva, Srilanka",Dunukewela
3664,"Uva, Srilanka",Dunukeyana
3665,"Uva, Srilanka",Dunumewa
3666,"Uva, Srilanka",Edandewela
3667,"Uva, Srilanka",Edandupola
3668,"Uva, Srilanka",Egalla
3669,"Uva, Srilanka",Egodagama
3670,"Uva, Srilanka",Egodakotagama
3671,"Uva, Srilanka",Egodamulla
3672,"Uva, Srilanka",Ehalagahawadiya
3673,"Uva, Srilanka",Ekeriyankumbura
3674,"Uva, Srilanka",Ekeriyawatta
3675,"Uva, Srilanka",Ekiriya
3676,"Uva, Srilanka",Ekiriyankumbura
3677,"Uva, Srilanka",Ekiriyawatta
3678,"Uva, Srilanka",Ekriyankumbura
3679,"Uva, Srilanka",Elamalpota
3680,"Uva, Srilanka",Elandagoda
3681,"Uva, Srilanka",Elewala
3682,"Uva, Srilanka",Elewela
3683,"Uva, Srilanka",Ella
3684,"Uva, Srilanka",Ella Town
3685,"Uva, Srilanka",Ella-alutwela
3686,"Uva, Srilanka",Ellagama
3687,"Uva, Srilanka",Ellanda
3688,"Uva, Srilanka",Ellande
3689,"Uva, Srilanka",Ellatota
3690,"Uva, Srilanka",Ellealutwela
3691,"Uva, Srilanka",Ellegama
3692,"Uva, Srilanka",Ellegama
3693,"Uva, Srilanka",Ellekona
3694,"Uva, Srilanka",Elletota
3695,"Uva, Srilanka",Elwatta
3696,"Uva, Srilanka",Elwatta
3697,"Uva, Srilanka",Elwatta
3698,"Uva, Srilanka",Embilipitiya
3699,"Uva, Srilanka",Erabadda
3700,"Uva, Srilanka",Erabaddegama
3701,"Uva, Srilanka",Etagama
3702,"Uva, Srilanka",Etakumbura
3703,"Uva, Srilanka",Etambagaskandura
3704,"Uva, Srilanka",Etanamada
3705,"Uva, Srilanka",Etandagoda
3706,"Uva, Srilanka",Etiliwewa
3707,"Uva, Srilanka",Etimale
3708,"Uva, Srilanka",Etimole
3709,"Uva, Srilanka",Etimole
3710,"Uva, Srilanka",Etimole Colony
3711,"Uva, Srilanka",Etkandawaka
3712,"Uva, Srilanka",Etpattiya
3713,"Uva, Srilanka",Ettalapitiya
3714,"Uva, Srilanka",Ettalawela
3715,"Uva, Srilanka",Ettampitiya
3716,"Uva, Srilanka",Ettampitiya Town
3717,"Uva, Srilanka",Ettanipitiya
3718,"Uva, Srilanka",Ewariyapelassa
3719,"Uva, Srilanka",Ewariyapelessa
3720,"Uva, Srilanka",Gabadagoda
3721,"Uva, Srilanka",Gadadehigolla
3722,"Uva, Srilanka",Gal Oya
3723,"Uva, Srilanka",Galabedda
3724,"Uva, Srilanka",Galagediyaya
3725,"Uva, Srilanka",Galahitiyawa
3726,"Uva, Srilanka",Galakulugolla
3727,"Uva, Srilanka",Galanda
3728,"Uva, Srilanka",Galanihegama
3729,"Uva, Srilanka",Galapitakanda
3730,"Uva, Srilanka",Galauda
3731,"Uva, Srilanka",Galawadiya
3732,"Uva, Srilanka",Galbokka
3733,"Uva, Srilanka",Galbokkegama
3734,"Uva, Srilanka",Galewadiya
3735,"Uva, Srilanka",Galgamuwa
3736,"Uva, Srilanka",Galge
3737,"Uva, Srilanka",Galgediyawa
3738,"Uva, Srilanka",Galgewela
3739,"Uva, Srilanka",Galgoda
3740,"Uva, Srilanka",Galgoda-Araluwinna
3741,"Uva, Srilanka",Galigamuwa
3742,"Uva, Srilanka",Galkotuwa
3743,"Uva, Srilanka",Galloba
3744,"Uva, Srilanka",Galmulla
3745,"Uva, Srilanka",Galoba
3746,"Uva, Srilanka",Galtumbe
3747,"Uva, Srilanka",Galula
3748,"Uva, Srilanka",Galwalalla
3749,"Uva, Srilanka",Galwangedipola
3750,"Uva, Srilanka",Galwetiya
3751,"Uva, Srilanka",Gambedda
3752,"Uva, Srilanka",Gamekumbura
3753,"Uva, Srilanka",Gamewela
3754,"Uva, Srilanka",Gampaha
3755,"Uva, Srilanka",Gangoda
3756,"Uva, Srilanka",Gangoda-arawa
3757,"Uva, Srilanka",Gangodagama
3758,"Uva, Srilanka",Gangodapanguwa
3759,"Uva, Srilanka",Gannekkumbura
3760,"Uva, Srilanka",Gannekumbura
3761,"Uva, Srilanka",Garandiulla
3762,"Uva, Srilanka",Gasgolla
3763,"Uva, Srilanka",Gawalagama
3764,"Uva, Srilanka",Gawarammana
3765,"Uva, Srilanka",Gawarawela
3766,"Uva, Srilanka",Gawela
3767,"Uva, Srilanka",Gedarakumbura
3768,"Uva, Srilanka",Gediwila
3769,"Uva, Srilanka",Gerandibakinna
3770,"Uva, Srilanka",Gerendiela
3771,"Uva, Srilanka",Ginigathgala
3772,"Uva, Srilanka",Gira-andura
3773,"Uva, Srilanka",Giragammana
3774,"Uva, Srilanka",Giramba
3775,"Uva, Srilanka",Giranduwa
3776,"Uva, Srilanka",Giriwara
3777,"Uva, Srilanka",Godahena
3778,"Uva, Srilanka",Godawelipokuna Hela
3779,"Uva, Srilanka",Godayagama
3780,"Uva, Srilanka",Godegama
3781,"Uva, Srilanka",Godigamuwa
3782,"Uva, Srilanka",Godunna
3783,"Uva, Srilanka",Gomagoda
3784,"Uva, Srilanka",Gonabokka
3785,"Uva, Srilanka",Gonagala
3786,"Uva, Srilanka",Gonamotawa
3787,"Uva, Srilanka",Gonatalawa
3788,"Uva, Srilanka",Gonatibbatugolla
3789,"Uva, Srilanka",Gonawala
3790,"Uva, Srilanka",Goniketiya
3791,"Uva, Srilanka",Gonkatuwa
3792,"Uva, Srilanka",Gontalawa
3793,"Uva, Srilanka",Gorandihela
3794,"Uva, Srilanka",Gotamegama
3795,"Uva, Srilanka",Gotuwela
3796,"Uva, Srilanka",Goussa
3797,"Uva, Srilanka",Goussagama
3798,"Uva, Srilanka",Gungoda-arawa
3799,"Uva, Srilanka",Guruhela
3800,"Uva, Srilanka",Gurukumbura
3801,"Uva, Srilanka",Gurumada
3802,"Uva, Srilanka",Gurumada
3803,"Uva, Srilanka",Gurupanwela
3804,"Uva, Srilanka",Gurupihilla
3805,"Uva, Srilanka",Gurutalawa
3806,"Uva, Srilanka",Habessa
3807,"Uva, Srilanka",Hadiakumbura
3808,"Uva, Srilanka",Hakgala
3809,"Uva, Srilanka",Halatutenna
3810,"Uva, Srilanka",Haldummulla
3811,"Uva, Srilanka",Haldumulla
3812,"Uva, Srilanka",Hali Ela
3813,"Uva, Srilanka",Halpe
3814,"Uva, Srilanka",Hamagolla
3815,"Uva, Srilanka",Hamanawa
3816,"Uva, Srilanka",Hamapola
3817,"Uva, Srilanka",Hambegamuwa
3818,"Uva, Srilanka",Handiyakumbura
3819,"Uva, Srilanka",Hangilie-ella
3820,"Uva, Srilanka",Hangiliella
3821,"Uva, Srilanka",Hangunnawa
3822,"Uva, Srilanka",Hanthiyawa
3823,"Uva, Srilanka",Hanukatapitiya
3824,"Uva, Srilanka",Hanwella
3825,"Uva, Srilanka",Hapatgamuwa
3826,"Uva, Srilanka",Happoruwa
3827,"Uva, Srilanka",Hapugolla
3828,"Uva, Srilanka",Haputale
3829,"Uva, Srilanka",Haputalegama
3830,"Uva, Srilanka",Harakgamakanda
3831,"Uva, Srilanka",Harankahawa
3832,"Uva, Srilanka",Hathkinda
3833,"Uva, Srilanka",Havanawela
3834,"Uva, Srilanka",Heenapahuwa
3835,"Uva, Srilanka",Heewelkandura
3836,"Uva, Srilanka",Hegoda
3837,"Uva, Srilanka",Hela Tuntala
3838,"Uva, Srilanka",Hela-alagolla
3839,"Uva, Srilanka",Heladangamuwa
3840,"Uva, Srilanka",Helauda
3841,"Uva, Srilanka",Helaula
3842,"Uva, Srilanka",Hemagolla
3843,"Uva, Srilanka",Hemakandapitiya
3844,"Uva, Srilanka",Henditiyawa
3845,"Uva, Srilanka",Henebadda
3846,"Uva, Srilanka",Hepola
3847,"Uva, Srilanka",Hetekma
3848,"Uva, Srilanka",Hevelwela
3849,"Uva, Srilanka",Hewanwatta
3850,"Uva, Srilanka",Hewelkandura
3851,"Uva, Srilanka",Hidagama
3852,"Uva, Srilanka",Hidagamawatta
3853,"Uva, Srilanka",Hidikiula
3854,"Uva, Srilanka",Hinapanuwa
3855,"Uva, Srilanka",Hindagoda
3856,"Uva, Srilanka",Hingurugamuwa
3857,"Uva, Srilanka",Hingurukaduwa
3858,"Uva, Srilanka",Hinnarangahakumbura
3859,"Uva, Srilanka",Hinnarangolla
3860,"Uva, Srilanka",Hinnariyamala
3861,"Uva, Srilanka",Hirimole
3862,"Uva, Srilanka",Hiripitiya
3863,"Uva, Srilanka",Horabokka
3864,"Uva, Srilanka",Horabora
3865,"Uva, Srilanka",Horadaruwa
3866,"Uva, Srilanka",Horadoruwa
3867,"Uva, Srilanka",Horagune
3868,"Uva, Srilanka",Horambuwa
3869,"Uva, Srilanka",Horatota
3870,"Uva, Srilanka",Horoumbawa
3871,"Uva, Srilanka",Hulandawa
3872,"Uva, Srilanka",Humbahemada
3873,"Uva, Srilanka",Hunuketapitiya
3874,"Uva, Srilanka",Huratgamuwa
3875,"Uva, Srilanka",Ibbanella
3876,"Uva, Srilanka",Idalgashinna
3877,"Uva, Srilanka",Idambowa
3878,"Uva, Srilanka",Idamegama
3879,"Uva, Srilanka",Ihala Pewuwewa
3880,"Uva, Srilanka",Ihala Pewwewa
3881,"Uva, Srilanka",Ihawa
3882,"Uva, Srilanka",Ikiriyanpola
3883,"Uva, Srilanka",Ilakkepudena and Dumbadawellawa
3884,"Uva, Srilanka",Illuka
3885,"Uva, Srilanka",Illukpelessa
3886,"Uva, Srilanka",Illuktenna
3887,"Uva, Srilanka",Ilukarawa
3888,"Uva, Srilanka",Ilukketiya
3889,"Uva, Srilanka",Ilukkumbura
3890,"Uva, Srilanka",Ilukpelessa
3891,"Uva, Srilanka",Iluktenna
3892,"Uva, Srilanka",Illuktenna
3893,"Uva, Srilanka",Ilukwelagama
3894,"Uva, Srilanka",Imbulgoda
3895,"Uva, Srilanka",Inawella
3896,"Uva, Srilanka",Indigasella
3897,"Uva, Srilanka",Indigaswala
3898,"Uva, Srilanka",Inginiyagala
3899,"Uva, Srilanka",Inginiyalgala
3900,"Uva, Srilanka",Inipanduregoda
3901,"Uva, Srilanka",Iriwendumpola
3902,"Uva, Srilanka",Iruwendumpola
3903,"Uva, Srilanka",Issanne-Ara
3904,"Uva, Srilanka",Itanawatte Megodagama
3905,"Uva, Srilanka",Itanawatte Thanayamgama
3906,"Uva, Srilanka",Ititembalagama
3907,"Uva, Srilanka",Ititempola
3908,"Uva, Srilanka",Ititumbala
3909,"Uva, Srilanka",Jangula
3910,"Uva, Srilanka",Jangulle
3911,"Uva, Srilanka",Jasingama
3912,"Uva, Srilanka",Kabilidowa
3913,"Uva, Srilanka",Kabilladowa
3914,"Uva, Srilanka",Kabillewela
3915,"Uva, Srilanka",Kabillidowa
3916,"Uva, Srilanka",Kadapalla
3917,"Uva, Srilanka",Kadarawa
3918,"Uva, Srilanka",Kaddearawa
3919,"Uva, Srilanka",Kadegangoda
3920,"Uva, Srilanka",Kadigangoda
3921,"Uva, Srilanka",Kadupara
3922,"Uva, Srilanka",Kadurugahapelessa
3923,"Uva, Srilanka",Kadurugamuwa
3924,"Uva, Srilanka",Kahagolla
3925,"Uva, Srilanka",Kahambana
3926,"Uva, Srilanka",Kahatagahamaditta
3927,"Uva, Srilanka",Kahatamaditta
3928,"Uva, Srilanka",Kahatamba
3929,"Uva, Srilanka",Kahatapitiya
3930,"Uva, Srilanka",Kahatarupe
3931,"Uva, Srilanka",Kahataruppa
3932,"Uva, Srilanka",Kahattamba
3933,"Uva, Srilanka",Kahattewela
3934,"Uva, Srilanka",Kairatnagama
3935,"Uva, Srilanka",Kalabore
3936,"Uva, Srilanka",Kalabullanda
3937,"Uva, Srilanka",Kalagahakivula
3938,"Uva, Srilanka",Kalagahaulla
3939,"Uva, Srilanka",Kalagahawaka
3940,"Uva, Srilanka",Kalawelara
3941,"Uva, Srilanka",Kalawelgala
3942,"Uva, Srilanka",Kalawelpotha
3943,"Uva, Srilanka",Kaleela
3944,"Uva, Srilanka",Kaletibbawelagama
3945,"Uva, Srilanka",Kalkanna
3946,"Uva, Srilanka",Kalubullanda
3947,"Uva, Srilanka",Kalugahakandura
3948,"Uva, Srilanka",Kalugahatenna
3949,"Uva, Srilanka",Kalugahawadiya
3950,"Uva, Srilanka",Kalugala
3951,"Uva, Srilanka",Kaluobbe
3952,"Uva, Srilanka",Kalupahana
3953,"Uva, Srilanka",Kanahela
3954,"Uva, Srilanka",Kanahititenna
3955,"Uva, Srilanka",Kanalkumbura
3956,"Uva, Srilanka",Kanawarella
3957,"Uva, Srilanka",Kanawegalla
3958,"Uva, Srilanka",Kanda
3959,"Uva, Srilanka",Kandakapuulpota
3960,"Uva, Srilanka",Kandakepu-ulpota
3961,"Uva, Srilanka",Kandane Ihala
3962,"Uva, Srilanka",Kandane Pahala
3963,"Uva, Srilanka",Kandanketiya
3964,"Uva, Srilanka",Kandauda Panguwa
3965,"Uva, Srilanka",Kandegama
3966,"Uva, Srilanka",Kandegedara
3967,"Uva, Srilanka",Kandekumbura
